# RobinPump Green Flock -> tier mapping (GENERATED, do not hand-edit)
#
# Source   : ROBINPUMP/metadata.raw.csv + ROBINPUMP/traits.json
# Generator: scripts/generate-token-tiers.js (Model A)
# Model    : score = sum over 11 traits of 1/(trait value frequency),
#            ranked rarest-first, cut by the 1:3:9:27:81 population ratio
#            implied by the deployed rewardPerDay table.
# Tiers    : 0=Legendary 1=Epic 2=Rare 3=Uncommon 4=Common
# Bands    : Legendary 28, Epic 83, Rare 248, Uncommon 744, Common 2230
#
# Regenerate with: node scripts/generate-token-tiers.js
# Per-token scores and band boundaries: config/token-tiers.report.json
tokenId,tier
296,4
297,1
298,4
299,4
300,4
301,4
302,4
303,4
304,4
305,3
306,4
307,4
308,4
309,3
310,4
311,3
312,4
313,3
314,4
315,4
316,4
317,4
318,4
319,3
320,1
321,4
322,4
323,3
324,4
325,3
326,4
327,4
328,4
329,3
330,4
331,4
332,4
333,1
334,4
335,4
336,4
337,3
338,4
339,1
340,4
341,4
342,3
343,4
344,4
345,4
346,4
347,4
348,4
349,4
350,4
351,4
352,1
353,4
354,4
355,2
356,4
357,4
358,4
359,2
360,4
361,4
362,4
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,4
375,4
376,3
377,4
378,4
379,2
380,4
381,4
382,4
383,4
384,3
385,4
386,4
387,3
388,3
389,2
390,3
391,4
392,4
393,3
394,4
395,4
396,0
397,3
398,4
399,4
400,2
401,4
402,4
403,3
404,4
405,3
406,4
407,4
408,4
409,3
410,4
411,4
412,4
413,3
414,3
415,4
416,3
417,4
418,4
419,3
420,4
421,4
422,4
423,4
424,4
425,4
426,4
427,2
428,4
429,4
430,4
431,4
432,4
433,4
434,4
435,4
436,3
437,4
438,4
439,4
440,3
441,4
442,2
443,2
444,4
445,4
446,4
447,4
448,4
449,3
450,4
451,1
452,3
453,4
454,3
455,1
456,2
457,4
458,4
459,4
460,0
461,4
462,0
463,3
464,4
465,3
466,3
467,4
468,4
469,4
470,4
471,3
472,4
473,4
474,4
475,4
476,3
477,3
478,1
479,4
480,3
481,2
482,4
483,4
484,3
485,4
486,4
487,3
488,3
489,2
490,4
491,4
492,3
493,3
494,4
495,4
496,4
497,4
498,2
499,4
500,4
501,2
502,4
503,4
504,4
505,3
506,3
507,3
508,4
509,4
510,3
511,4
512,4
513,4
514,4
515,4
516,4
517,4
518,4
519,3
520,3
521,4
522,0
523,3
524,4
525,4
526,4
527,3
528,3
529,4
530,2
531,4
532,3
533,3
534,3
535,4
536,4
537,3
538,4
539,4
540,1
541,4
542,4
543,2
544,3
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,4
554,4
555,2
556,4
557,1
558,4
559,3
560,3
561,4
562,4
563,4
564,4
565,4
566,4
567,3
568,2
569,4
570,4
571,1
572,3
573,4
574,4
575,4
576,4
577,4
578,4
579,4
580,4
581,1
582,4
583,3
584,4
585,3
586,4
587,4
588,4
589,3
590,3
591,4
592,4
593,4
594,2
595,4
596,4
597,3
598,3
599,4
600,3
601,3
602,3
603,4
604,3
605,4
606,2
607,4
608,2
609,4
610,4
611,3
612,4
613,4
614,3
615,3
616,1
617,4
618,4
619,3
620,2
621,3
622,4
623,4
624,4
625,4
626,4
627,4
628,4
629,4
630,0
631,4
632,4
633,3
634,4
635,4
636,4
637,4
638,4
639,3
640,4
641,4
642,4
643,3
644,3
645,4
646,4
647,4
648,4
649,4
650,3
651,4
652,4
653,3
654,3
655,4
656,4
657,4
658,2
659,3
660,4
661,2
662,4
663,4
664,4
665,4
666,4
667,3
668,4
669,4
670,4
671,4
672,1
673,4
674,4
675,4
676,4
677,4
678,3
679,4
680,4
681,4
682,1
683,3
684,4
685,3
686,4
687,4
688,4
689,4
690,4
691,4
692,4
693,2
694,4
695,3
696,4
697,3
698,4
699,4
700,4
701,4
702,4
703,4
704,4
705,4
706,4
707,4
708,4
709,4
710,4
711,4
712,4
713,4
714,3
715,4
716,4
717,4
718,4
719,4
720,3
721,4
722,2
723,2
724,3
725,4
726,3
727,3
728,4
729,2
730,4
731,4
732,3
733,4
734,4
735,4
736,4
737,4
738,3
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,3
747,4
748,3
749,2
750,4
751,4
752,3
753,4
754,3
755,4
756,4
757,4
758,3
759,4
760,4
761,3
762,4
763,0
764,4
765,4
766,4
767,3
768,4
769,4
770,4
771,3
772,4
773,4
774,4
775,2
776,3
777,4
778,4
779,3
780,4
781,0
782,2
783,4
784,1
785,4
786,4
787,4
788,4
789,3
790,4
791,3
792,4
793,4
794,4
795,3
796,4
797,4
798,2
799,4
800,2
801,2
802,3
803,4
804,4
805,3
806,2
807,3
808,4
809,4
810,3
811,3
812,4
813,4
814,4
815,2
816,2
817,4
818,4
819,4
820,3
821,4
822,3
823,4
824,4
825,4
826,2
827,3
828,4
829,4
830,4
831,4
832,4
833,2
834,4
835,4
836,4
837,4
838,2
839,4
840,4
841,4
842,4
843,4
844,0
845,4
846,4
847,4
848,3
849,4
850,4
851,2
852,4
853,4
854,4
855,4
856,3
857,1
858,4
859,4
860,4
861,2
862,4
863,4
864,4
865,4
866,3
867,4
868,3
869,4
870,4
871,4
872,3
873,4
874,3
875,4
876,3
877,4
878,3
879,3
880,4
881,4
882,3
883,4
884,3
885,4
886,4
887,4
888,3
889,4
890,4
891,4
892,3
893,4
894,4
895,4
896,4
897,4
898,4
899,4
900,4
901,4
902,3
903,2
904,4
905,3
906,4
907,1
908,4
909,4
910,3
911,3
912,4
913,4
914,2
915,4
916,4
917,4
918,4
919,4
920,4
921,3
922,3
923,4
924,4
925,3
926,4
927,2
928,3
929,2
930,4
931,3
932,4
933,3
934,4
935,2
936,4
937,3
938,4
939,4
940,4
941,3
942,4
943,4
944,4
945,3
946,4
947,4
948,4
949,4
950,4
951,4
952,4
953,1
954,4
955,3
956,4
957,4
958,4
959,4
960,4
961,4
962,4
963,3
964,4
965,4
966,4
967,4
968,4
969,3
970,4
971,4
972,4
973,3
974,4
975,4
976,4
977,4
978,4
979,4
980,4
981,3
982,3
983,4
984,2
985,3
986,4
987,3
988,4
989,4
990,4
991,4
992,4
993,4
994,4
995,2
996,4
997,3
998,4
999,4
1000,4
1001,4
1002,3
1003,4
1004,2
1005,4
1006,4
1007,4
1008,4
1009,3
1010,4
1011,4
1012,4
1013,3
1014,4
1015,2
1016,4
1017,4
1018,4
1019,3
1020,4
1021,4
1022,4
1023,4
1024,4
1025,3
1026,4
1027,3
1028,4
1029,4
1030,4
1031,4
1032,3
1033,4
1034,4
1035,3
1036,3
1037,4
1038,3
1039,4
1040,2
1041,3
1042,4
1043,3
1044,4
1045,4
1046,3
1047,4
1048,3
1049,4
1050,2
1051,2
1052,4
1053,4
1054,4
1055,4
1056,4
1057,4
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,4
1067,3
1068,4
1069,3
1070,4
1071,3
1072,2
1073,4
1074,4
1075,3
1076,4
1077,4
1078,4
1079,4
1080,3
1081,4
1082,3
1083,2
1084,4
1085,4
1086,3
1087,4
1088,4
1089,3
1090,1
1091,4
1092,3
1093,4
1094,4
1095,4
1096,3
1097,4
1098,4
1099,4
1100,4
1101,4
1102,4
1103,4
1104,3
1105,4
1106,4
1107,3
1108,3
1109,4
1110,4
1111,4
1112,4
1113,4
1114,3
1115,4
1116,4
1117,4
1118,4
1119,4
1120,2
1121,4
1122,3
1123,4
1124,4
1125,3
1126,4
1127,3
1128,4
1129,4
1130,2
1131,4
1132,3
1133,4
1134,4
1135,2
1136,3
1137,3
1138,4
1139,4
1140,0
1141,4
1142,3
1143,1
1144,4
1145,4
1146,2
1147,3
1148,3
1149,4
1150,4
1151,4
1152,4
1153,3
1154,4
1155,4
1156,4
1157,4
1158,4
1159,3
1160,4
1161,4
1162,3
1163,3
1164,4
1165,4
1166,4
1167,3
1168,2
1169,4
1170,4
1171,4
1172,2
1173,4
1174,4
1175,3
1176,2
1177,2
1178,4
1179,4
1180,4
1181,3
1182,3
1183,3
1184,4
1185,4
1186,4
1187,4
1188,4
1189,3
1190,4
1191,4
1192,3
1193,4
1194,4
1195,4
1196,3
1197,4
1198,4
1199,3
1200,3
1201,4
1202,3
1203,1
1204,3
1205,3
1206,4
1207,4
1208,4
1209,3
1210,4
1211,1
1212,2
1213,4
1214,4
1215,2
1216,4
1217,4
1218,4
1219,4
1220,4
1221,4
1222,3
1223,4
1224,3
1225,4
1226,2
1227,4
1228,4
1229,1
1230,4
1231,4
1232,4
1233,3
1234,3
1235,4
1236,1
1237,3
1238,4
1239,4
1240,3
1241,4
1242,4
1243,2
1244,1
1245,4
1246,3
1247,3
1248,4
1249,4
1250,4
1251,4
1252,3
1253,4
1254,4
1255,3
1256,4
1257,4
1258,4
1259,4
1260,3
1261,2
1262,4
1263,4
1264,4
1265,4
1266,4
1267,2
1268,4
1269,4
1270,4
1271,0
1272,3
1273,3
1274,4
1275,4
1276,3
1277,4
1278,4
1279,4
1280,3
1281,4
1282,4
1283,2
1284,4
1285,4
1286,4
1287,4
1288,3
1289,3
1290,4
1291,4
1292,3
1293,3
1294,4
1295,4
1296,4
1297,4
1298,4
1299,4
1300,4
1301,2
1302,4
1303,4
1304,2
1305,4
1306,4
1307,4
1308,4
1309,3
1310,2
1311,4
1312,4
1313,3
1314,4
1315,4
1316,3
1317,2
1318,4
1319,4
1320,4
1321,4
1322,3
1323,4
1324,4
1325,4
1326,4
1327,4
1328,4
1329,4
1330,3
1331,4
1332,4
1333,2
1334,1
1335,3
1336,3
1337,4
1338,4
1339,2
1340,3
1341,4
1342,4
1343,3
1344,4
1345,4
1346,4
1347,4
1348,4
1349,4
1350,3
1351,4
1352,3
1353,4
1354,4
1355,3
1356,4
1357,4
1358,4
1359,4
1360,4
1361,4
1362,4
1363,4
1364,4
1365,3
1366,4
1367,4
1368,4
1369,4
1370,3
1371,4
1372,4
1373,4
1374,4
1375,0
1376,4
1377,3
1378,3
1379,4
1380,4
1381,4
1382,4
1383,2
1384,4
1385,4
1386,4
1387,4
1388,3
1389,4
1390,4
1391,3
1392,3
1393,4
1394,2
1395,4
1396,4
1397,3
1398,3
1399,2
1400,3
1401,1
1402,3
1403,4
1404,1
1405,2
1406,4
1407,4
1408,4
1409,3
1410,3
1411,4
1412,4
1413,4
1414,2
1415,3
1416,4
1417,3
1418,4
1419,2
1420,3
1421,3
1422,1
1423,4
1424,4
1425,4
1426,4
1427,4
1428,4
1429,4
1430,3
1431,1
1432,3
1433,4
1434,4
1435,3
1436,4
1437,4
1438,3
1439,4
1440,1
1441,4
1442,4
1443,3
1444,4
1445,4
1446,4
1447,4
1448,4
1449,4
1450,3
1451,0
1452,4
1453,4
1454,4
1455,4
1456,4
1457,4
1458,3
1459,4
1460,4
1461,4
1462,4
1463,4
1464,4
1465,4
1466,4
1467,2
1468,4
1469,3
1470,2
1471,4
1472,3
1473,3
1474,4
1475,4
1476,4
1477,4
1478,4
1479,4
1480,3
1481,3
1482,4
1483,4
1484,4
1485,4
1486,4
1487,4
1488,2
1489,4
1490,4
1491,4
1492,4
1493,4
1494,4
1495,3
1496,4
1497,4
1498,4
1499,3
1500,4
1501,4
1502,4
1503,4
1504,4
1505,4
1506,4
1507,3
1508,4
1509,4
1510,4
1511,3
1512,3
1513,4
1514,4
1515,3
1516,4
1517,4
1518,4
1519,4
1520,0
1521,2
1522,4
1523,4
1524,4
1525,4
1526,4
1527,4
1528,4
1529,1
1530,4
1531,4
1532,3
1533,3
1534,4
1535,4
1536,4
1537,4
1538,2
1539,4
1540,4
1541,4
1542,2
1543,1
1544,4
1545,4
1546,4
1547,2
1548,4
1549,3
1550,4
1551,2
1552,3
1553,4
1554,1
1555,4
1556,4
1557,4
1558,4
1559,4
1560,2
1561,4
1562,4
1563,4
1564,4
1565,4
1566,2
1567,4
1568,3
1569,4
1570,4
1571,4
1572,4
1573,4
1574,3
1575,4
1576,3
1577,3
1578,2
1579,4
1580,4
1581,4
1582,4
1583,3
1584,4
1585,3
1586,1
1587,4
1588,3
1589,4
1590,2
1591,4
1592,4
1593,4
1594,3
1595,4
1596,3
1597,4
1598,3
1599,4
1600,4
1601,4
1602,1
1603,4
1604,3
1605,4
1606,3
1607,4
1608,3
1609,3
1610,4
1611,3
1612,4
1613,3
1614,4
1615,4
1616,4
1617,3
1618,4
1619,4
1620,4
1621,4
1622,4
1623,4
1624,4
1625,4
1626,3
1627,4
1628,3
1629,4
1630,3
1631,4
1632,4
1633,4
1634,4
1635,4
1636,4
1637,4
1638,3
1639,4
1640,4
1641,4
1642,4
1643,4
1644,4
1645,4
1646,4
1647,4
1648,4
1649,4
1650,4
1651,4
1652,3
1653,4
1654,4
1655,3
1656,4
1657,4
1658,4
1659,3
1660,4
1661,4
1662,2
1663,4
1664,3
1665,4
1666,4
1667,4
1668,4
1669,3
1670,3
1671,3
1672,4
1673,4
1674,4
1675,4
1676,2
1677,4
1678,4
1679,4
1680,4
1681,4
1682,3
1683,4
1684,4
1685,4
1686,3
1687,0
1688,3
1689,1
1690,4
1691,4
1692,4
1693,3
1694,4
1695,4
1696,2
1697,4
1698,3
1699,2
1700,4
1701,4
1702,4
1703,3
1704,4
1705,4
1706,4
1707,3
1708,3
1709,3
1710,4
1711,4
1712,3
1713,4
1714,4
1715,3
1716,4
1717,4
1718,4
1719,4
1720,2
1721,3
1722,4
1723,3
1724,3
1725,4
1726,4
1727,2
1728,4
1729,4
1730,3
1731,4
1732,4
1733,3
1734,2
1735,4
1736,4
1737,4
1738,4
1739,3
1740,4
1741,4
1742,2
1743,3
1744,4
1745,3
1746,2
1747,4
1748,4
1749,4
1750,4
1751,4
1752,4
1753,4
1754,4
1755,4
1756,4
1757,4
1758,3
1759,3
1760,3
1761,3
1762,3
1763,4
1764,4
1765,4
1766,4
1767,4
1768,4
1769,4
1770,3
1771,4
1772,4
1773,4
1774,3
1775,4
1776,2
1777,4
1778,4
1779,3
1780,4
1781,4
1782,4
1783,4
1784,4
1785,1
1786,3
1787,4
1788,3
1789,4
1790,4
1791,4
1792,4
1793,4
1794,3
1795,4
1796,1
1797,4
1798,4
1799,3
1800,4
1801,4
1802,4
1803,3
1804,4
1805,4
1806,4
1807,4
1808,4
1809,2
1810,2
1811,4
1812,4
1813,4
1814,4
1815,4
1816,3
1817,4
1818,4
1819,4
1820,4
1821,4
1822,4
1823,4
1824,3
1825,3
1826,4
1827,3
1828,3
1829,4
1830,1
1831,4
1832,4
1833,4
1834,4
1835,4
1836,4
1837,4
1838,3
1839,4
1840,4
1841,3
1842,4
1843,3
1844,4
1845,4
1846,4
1847,4
1848,4
1849,3
1850,4
1851,2
1852,4
1853,4
1854,4
1855,2
1856,2
1857,4
1858,2
1859,4
1860,4
1861,4
1862,4
1863,3
1864,3
1865,4
1866,4
1867,4
1868,1
1869,4
1870,4
1871,4
1872,4
1873,4
1874,4
1875,3
1876,4
1877,4
1878,4
1879,4
1880,4
1881,4
1882,4
1883,3
1884,4
1885,4
1886,4
1887,3
1888,4
1889,4
1890,1
1891,4
1892,4
1893,4
1894,3
1895,4
1896,4
1897,4
1898,4
1899,4
1900,4
1901,4
1902,3
1903,4
1904,3
1905,4
1906,3
1907,3
1908,3
1909,4
1910,2
1911,4
1912,4
1913,4
1914,4
1915,4
1916,4
1917,4
1918,4
1919,3
1920,3
1921,3
1922,4
1923,4
1924,4
1925,2
1926,4
1927,4
1928,4
1929,1
1930,2
1931,2
1932,3
1933,4
1934,4
1935,3
1936,4
1937,4
1938,4
1939,4
1940,4
1941,3
1942,4
1943,4
1944,2
1945,3
1946,4
1947,4
1948,4
1949,3
1950,4
1951,4
1952,4
1953,4
1954,4
1955,3
1956,4
1957,4
1958,4
1959,4
1960,4
1961,3
1962,4
1963,4
1964,2
1965,2
1966,2
1967,3
1968,4
1969,4
1970,4
1971,4
1972,4
1973,4
1974,4
1975,0
1976,3
1977,4
1978,4
1979,3
1980,4
1981,4
1982,4
1983,4
1984,4
1985,2
1986,2
1987,4
1988,4
1989,4
1990,3
1991,4
1992,2
1993,4
1994,4
1995,2
1996,4
1997,4
1998,4
1999,2
2000,4
2001,3
2002,3
2003,3
2004,4
2005,4
2006,4
2007,4
2008,4
2009,3
2010,4
2011,4
2012,3
2013,1
2014,4
2015,3
2016,4
2017,4
2018,3
2019,4
2020,4
2021,2
2022,3
2023,4
2024,2
2025,4
2026,2
2027,4
2028,3
2029,1
2030,4
2031,4
2032,4
2033,4
2034,1
2035,3
2036,4
2037,4
2038,4
2039,2
2040,3
2041,1
2042,4
2043,4
2044,3
2045,4
2046,4
2047,4
2048,3
2049,4
2050,4
2051,4
2052,4
2053,4
2054,3
2055,3
2056,4
2057,4
2058,4
2059,4
2060,4
2061,2
2062,4
2063,4
2064,4
2065,3
2066,4
2067,3
2068,3
2069,4
2070,4
2071,4
2072,3
2073,3
2074,4
2075,4
2076,4
2077,4
2078,3
2079,4
2080,4
2081,2
2082,4
2083,3
2084,4
2085,4
2086,3
2087,4
2088,4
2089,4
2090,4
2091,3
2092,3
2093,4
2094,4
2095,3
2096,4
2097,4
2098,4
2099,4
2100,4
2101,3
2102,2
2103,2
2104,3
2105,4
2106,4
2107,4
2108,4
2109,4
2110,4
2111,4
2112,3
2113,4
2114,4
2115,4
2116,3
2117,3
2118,4
2119,4
2120,3
2121,4
2122,4
2123,2
2124,4
2125,3
2126,4
2127,4
2128,3
2129,4
2130,4
2131,4
2132,3
2133,4
2134,4
2135,4
2136,4
2137,4
2138,4
2139,4
2140,4
2141,2
2142,4
2143,3
2144,4
2145,4
2146,4
2147,2
2148,4
2149,4
2150,3
2151,4
2152,3
2153,4
2154,3
2155,4
2156,3
2157,4
2158,3
2159,4
2160,4
2161,4
2162,2
2163,4
2164,3
2165,3
2166,4
2167,4
2168,3
2169,3
2170,4
2171,4
2172,4
2173,4
2174,4
2175,4
2176,1
2177,4
2178,3
2179,2
2180,4
2181,4
2182,2
2183,4
2184,4
2185,4
2186,4
2187,4
2188,4
2189,4
2190,2
2191,1
2192,4
2193,2
2194,2
2195,4
2196,4
2197,4
2198,4
2199,4
2200,4
2201,3
2202,4
2203,4
2204,2
2205,4
2206,2
2207,3
2208,3
2209,4
2210,4
2211,3
2212,4
2213,4
2214,4
2215,4
2216,3
2217,4
2218,1
2219,4
2220,4
2221,4
2222,2
2223,4
2224,4
2225,4
2226,1
2227,4
2228,2
2229,4
2230,4
2231,4
2232,3
2233,4
2234,3
2235,4
2236,2
2237,4
2238,3
2239,4
2240,4
2241,4
2242,4
2243,4
2244,3
2245,4
2246,3
2247,4
2248,2
2249,4
2250,3
2251,3
2252,4
2253,4
2254,4
2255,3
2256,2
2257,4
2258,4
2259,4
2260,4
2261,4
2262,3
2263,4
2264,3
2265,2
2266,2
2267,3
2268,4
2269,2
2270,4
2271,3
2272,4
2273,4
2274,1
2275,4
2276,4
2277,2
2278,3
2279,4
2280,3
2281,4
2282,4
2283,4
2284,4
2285,4
2286,4
2287,4
2288,4
2289,2
2290,3
2291,4
2292,4
2293,4
2294,4
2295,1
2296,4
2297,4
2298,4
2299,3
2300,4
2301,4
2302,4
2303,4
2304,4
2305,4
2306,4
2307,0
2308,1
2309,4
2310,4
2311,4
2312,4
2313,4
2314,4
2315,3
2316,4
2317,4
2318,3
2319,4
2320,4
2321,4
2322,3
2323,4
2324,4
2325,0
2326,3
2327,4
2328,4
2329,1
2330,4
2331,3
2332,3
2333,4
2334,4
2335,4
2336,3
2337,3
2338,4
2339,3
2340,4
2341,4
2342,3
2343,4
2344,4
2345,3
2346,4
2347,4
2348,4
2349,4
2350,4
2351,4
2352,2
2353,3
2354,4
2355,4
2356,4
2357,4
2358,4
2359,4
2360,4
2361,4
2362,4
2363,4
2364,1
2365,3
2366,4
2367,4
2368,4
2369,4
2370,4
2371,4
2372,3
2373,3
2374,3
2375,3
2376,4
2377,3
2378,2
2379,3
2380,4
2381,4
2382,3
2383,2
2384,1
2385,4
2386,4
2387,4
2388,2
2389,3
2390,4
2391,4
2392,3
2393,4
2394,3
2395,4
2396,4
2397,3
2398,4
2399,4
2400,4
2401,4
2402,4
2403,4
2404,2
2405,4
2406,3
2407,4
2408,4
2409,4
2410,4
2411,4
2412,3
2413,4
2414,4
2415,4
2416,3
2417,4
2418,4
2419,4
2420,4
2421,4
2422,4
2423,4
2424,4
2425,4
2426,4
2427,4
2428,2
2429,2
2430,4
2431,4
2432,4
2433,4
2434,4
2435,4
2436,3
2437,4
2438,4
2439,4
2440,4
2441,4
2442,3
2443,4
2444,4
2445,4
2446,4
2447,4
2448,3
2449,3
2450,4
2451,3
2452,4
2453,4
2454,4
2455,4
2456,4
2457,3
2458,4
2459,4
2460,3
2461,2
2462,4
2463,1
2464,4
2465,4
2466,4
2467,4
2468,4
2469,4
2470,4
2471,2
2472,3
2473,4
2474,4
2475,3
2476,4
2477,3
2478,4
2479,3
2480,4
2481,3
2482,4
2483,2
2484,3
2485,4
2486,4
2487,4
2488,4
2489,3
2490,4
2491,4
2492,4
2493,2
2494,3
2495,4
2496,4
2497,4
2498,4
2499,3
2500,3
2501,2
2502,4
2503,4
2504,4
2505,4
2506,4
2507,2
2508,3
2509,4
2510,3
2511,0
2512,4
2513,4
2514,4
2515,3
2516,4
2517,4
2518,4
2519,3
2520,4
2521,4
2522,2
2523,4
2524,4
2525,4
2526,4
2527,3
2528,4
2529,2
2530,3
2531,4
2532,3
2533,1
2534,4
2535,3
2536,4
2537,4
2538,3
2539,4
2540,4
2541,4
2542,4
2543,4
2544,4
2545,3
2546,4
2547,4
2548,4
2549,2
2550,4
2551,3
2552,4
2553,4
2554,2
2555,4
2556,4
2557,4
2558,4
2559,4
2560,2
2561,4
2562,3
2563,3
2564,4
2565,4
2566,4
2567,4
2568,4
2569,4
2570,4
2571,4
2572,4
2573,3
2574,4
2575,4
2576,4
2577,3
2578,4
2579,2
2580,1
2581,4
2582,4
2583,4
2584,4
2585,1
2586,3
2587,4
2588,2
2589,3
2590,2
2591,4
2592,4
2593,4
2594,4
2595,2
2596,4
2597,3
2598,4
2599,4
2600,4
2601,4
2602,4
2603,4
2604,3
2605,4
2606,3
2607,4
2608,4
2609,4
2610,4
2611,4
2612,4
2613,3
2614,4
2615,4
2616,3
2617,4
2618,3
2619,4
2620,4
2621,4
2622,4
2623,3
2624,4
2625,4
2626,4
2627,4
2628,4
2629,4
2630,3
2631,3
2632,3
2633,4
2634,4
2635,0
2636,3
2637,3
2638,3
2639,3
2640,4
2641,4
2642,3
2643,4
2644,4
2645,3
2646,3
2647,4
2648,2
2649,4
2650,4
2651,1
2652,4
2653,3
2654,3
2655,4
2656,4
2657,4
2658,3
2659,4
2660,2
2661,4
2662,4
2663,3
2664,4
2665,3
2666,3
2667,4
2668,3
2669,3
2670,3
2671,4
2672,3
2673,1
2674,4
2675,4
2676,4
2677,4
2678,4
2679,4
2680,4
2681,4
2682,4
2683,2
2684,4
2685,4
2686,1
2687,0
2688,4
2689,4
2690,4
2691,4
2692,2
2693,3
2694,2
2695,4
2696,4
2697,4
2698,4
2699,4
2700,4
2701,3
2702,3
2703,3
2704,3
2705,4
2706,3
2707,4
2708,4
2709,4
2710,3
2711,4
2712,4
2713,4
2714,4
2715,3
2716,4
2717,4
2718,4
2719,4
2720,4
2721,4
2722,4
2723,4
2724,3
2725,4
2726,4
2727,4
2728,3
2729,4
2730,4
2731,3
2732,2
2733,4
2734,4
2735,3
2736,4
2737,4
2738,4
2739,4
2740,4
2741,3
2742,4
2743,3
2744,4
2745,3
2746,4
2747,4
2748,4
2749,4
2750,4
2751,2
2752,4
2753,4
2754,4
2755,4
2756,3
2757,4
2758,4
2759,4
2760,4
2761,2
2762,4
2763,4
2764,3
2765,4
2766,3
2767,4
2768,3
2769,4
2770,4
2771,4
2772,3
2773,4
2774,4
2775,4
2776,4
2777,3
2778,4
2779,4
2780,3
2781,4
2782,4
2783,4
2784,2
2785,3
2786,4
2787,2
2788,4
2789,4
2790,3
2791,4
2792,2
2793,4
2794,4
2795,3
2796,4
2797,4
2798,4
2799,4
2800,4
2801,4
2802,4
2803,4
2804,4
2805,2
2806,4
2807,3
2808,4
2809,4
2810,2
2811,4
2812,4
2813,4
2814,3
2815,4
2816,4
2817,4
2818,3
2819,4
2820,4
2821,3
2822,4
2823,4
2824,3
2825,4
2826,3
2827,3
2828,4
2829,4
2830,4
2831,4
2832,4
2833,3
2834,4
2835,4
2836,4
2837,4
2838,4
2839,4
2840,3
2841,4
2842,4
2843,4
2844,4
2845,4
2846,4
2847,3
2848,3
2849,3
2850,4
2851,3
2852,4
2853,4
2854,4
2855,4
2856,4
2857,3
2858,4
2859,3
2860,4
2861,3
2862,4
2863,4
2864,4
2865,4
2866,4
2867,4
2868,4
2869,4
2870,4
2871,4
2872,1
2873,4
